ID	chr_10p	chr_10q	chr_11p	chr_11q	chr_12p	chr_12q	chr_13q	chr_14q	chr_15q	chr_16p	chr_16q	chr_17p	chr_17q	chr_18p	chr_18q	chr_19p	chr_19q	chr_1p	chr_1q	chr_20p	chr_20q	chr_21q	chr_22q	chr_2p	chr_2q	chr_3p	chr_3q	chr_4p	chr_4q	chr_5p	chr_5q	chr_6p	chr_6q	chr_7p	chr_7q	chr_8p	chr_8q	chr_9p	chr_9q	chr_3q_BCL6	chr_11q_BIRC2	chr_1p_CDKN2C	chr_16q_CYLD	chr_1p_EVI5	chr_14q_MAX	chr_1q_MCL1	chr_8q_MYC_amp	chr_8q_MYC_del	chr_4p_NSD2	chr_2q_SP140	chr_1p_TENT5C	chr_3q_TERC	chr_16p_BCMA	chr_22q_XBP1
SCI077	2.0312|0.0072	2.0456|0.006	1.9772|0.0042	1.9772|0.0042	1.8387|0.0042	1.8387|0.0042	1.0037|0.0052	2.0316|0.0083	2.9931|0.0054	1.9988|0.0083	2.0442|0.0071	2.0139|0.0072	2.0156|0.0084	2.8869|0.0122	2.8992|0.0063	2.7302|0.0065	2.7302|0.0065	2.0102|0.0044	2.0201|0.0062	0.9805|0.0091	0.9748|0.008	2.0508|0.0086	1.9882|0.0124	2.0268|0.0032	2.0268|0.0032	1.9912|0.0038	1.992|0.0058	2.0183|0.0071	2.06|0.0044	2.0628|0.0046	2.0632|0.0037	2.0521|0.0044	2.0504|0.0038	2.0074|0.0067	2.0081|0.0071	2.0354|0.0041	2.0354|0.0041	3.035|0.0079	2.9946|0.0139	1.9836|0.0104	1.9772|0.0042	2.0102|0.0044	2.0442|0.0071	2.0102|0.0044	2.0309|0.0055	2.0199|0.0052	2.0354|0.0041	2.0354|0.0041	2.0183|0.0071	2.0268|0.0032	2.0102|0.0044	1.9912|0.0038	1.9971|0.0083	1.9939|0.0088
SCI078	1.1427|0.0089	2.0268|0.0036	1.9689|0.0025	1.0807|0.0055	1.9912|0.0023	1.9823|0.0019	0.9958|0.0033	2.0274|0.0027	1.965|0.0028	2.065|0.0038	2.0925|0.0043	1.1302|0.0054	3.3168|0.0095	2.0009|0.0026	2.0009|0.0026	1.9423|0.0028	1.9423|0.0028	1.3441|0.0088	2.0173|0.0015	2.0181|0.0027	2.0181|0.0027	1.9528|0.0044	1.0101|0.0036	2.0456|0.0025	2.0217|0.0019	1.9085|0.0067	1.9664|0.0042	2.0042|0.0017	2.0042|0.0017	1.9539|0.0034	1.9993|0.0028	2.0001|0.0027	1.0319|0.005	2.0007|0.0026	1.9926|0.0026	2.0248|0.0019	2.0248|0.0019	2.0013|0.0036	2.0028|0.0022	1.9566|0.004	1.0777|0.007	2.0173|0.0015	2.0821|0.0038	2.0173|0.0015	2.0271|0.0024	2.0173|0.0015	2.0248|0.0019	2.0248|0.0019	2.0042|0.0017	2.0217|0.0019	2.0173|0.0015	1.9566|0.004	2.065|0.0038	1.0101|0.0036
SCI079	2.0118|0.0037	2.0118|0.0037	1.9366|0.0037	1.9366|0.0037	1.9784|0.0038	1.9784|0.0038	1.0098|0.0057	1.0259|0.0048	1.9685|0.0047	2.01|0.0132	2.0229|0.0089	2.0045|0.0073	1.9867|0.0088	2.0054|0.005	2.0054|0.005	1.9316|0.0103	1.9228|0.0069	1.9856|0.0039	2.0039|0.0043	1.9902|0.0052	1.9902|0.0052	2.0085|0.0075	1.9933|0.007	2.0228|0.0058	2.0125|0.0048	1.9568|0.0045	1.9655|0.0043	1.9821|0.0063	2.0017|0.0039	1.951|0.0065	1.9892|0.0038	2.0323|0.0034	2.0323|0.0034	2.004|0.0035	2.004|0.0035	1.9816|0.0114	2.0091|0.0038	2.6447|0.0071	2.6838|0.0138	1.9655|0.0043	1.9366|0.0037	1.9856|0.0039	2.0162|0.0087	1.9856|0.0039	1.0259|0.0048	2.0041|0.0043	2.0091|0.0038	2.0091|0.0038	1.9819|0.0063	2.0109|0.0039	1.9856|0.0039	1.9655|0.0043	2.015|0.0092	1.9933|0.007
SCI080	2.0994|0.0121	2.0663|0.0108	1.9471|0.0138	2.0326|0.0112	2.006|0.0184	1.7987|0.0271	1.6784|0.0111	1.6972|0.0201	1.9693|0.0121	2.3132|0.0186	2.2966|0.0136	2.108|0.0094	2.2335|0.0175	2.5143|0.0088	2.5143|0.0088	1.8838|0.0195	1.869|0.0174	1.3077|0.0223	5.1159|0.1002	2.0965|0.0142	1.6941|0.0273	2.929|0.0187	2.1371|0.0186	2.0352|0.0132	1.9933|0.0108	2.2217|0.015	1.9322|0.0107	1.941|0.0111	1.7339|0.0102	1.6223|0.0162	2.0463|0.0159	2.0715|0.0114	1.2863|0.0162	1.702|0.0182	1.9952|0.0102	2.2084|0.0192	2.0239|0.0113	2.6251|0.0175	2.5842|0.03	1.9248|0.0091	2.0447|0.0086	2.1634|0.0082	2.1294|0.0195	0.9828|0.0245	1.862|0.009	2.1236|0.0083	2.0814|0.0094	2.0814|0.0094	1.9413|0.0111	1.9854|0.0077	1.0171|0.0217	1.9248|0.0091	2.3388|0.0173	2.1755|0.0142
SCI081	1.984|0.0191	1.781|0.0149	2.764|0.0158	2.7978|0.0166	1.9252|0.0123	1.4782|0.027	1.553|0.0093	1.946|0.0154	1.798|0.0148	2.1208|0.0231	2.1094|0.0106	1.9434|0.0093	1.9832|0.0147	1.9625|0.016	1.7442|0.0147	1.926|0.0175	1.8219|0.0117	1.9379|0.0098	1.9055|0.013	2.0007|0.0099	2.0071|0.0143	1.7173|0.0129	2.0256|0.0161	1.9443|0.0226	1.7209|0.0198	1.9553|0.0076	2.5179|0.0178	1.8212|0.0106	1.6428|0.0086	1.5427|0.0152	1.8954|0.0133	1.7708|0.0105	1.7708|0.0105	1.7889|0.0069	1.7889|0.0069	1.8368|0.0078	1.9462|0.0109	1.7608|0.0207	1.6878|0.0792	2.8566|0.0187	2.8006|0.0131	2.0363|0.0086	2.1094|0.0106	1.8269|0.0103	1.882|0.0105	1.8731|0.0099	2.0646|0.011	2.0646|0.011	1.8222|0.0107	1.8862|0.008	1.8269|0.0103	2.5206|0.0252	2.1493|0.0158	2.0348|0.0137
SCI082	1.9806|0.0149	1.9806|0.0149	1.9024|0.0192	1.9089|0.015	1.9952|0.0312	1.9986|0.0232	1.0457|0.0186	1.9758|0.0224	1.9284|0.0189	2.0515|0.0533	2.0267|0.0253	1.9766|0.0188	1.9766|0.0188	1.9649|0.02	1.9649|0.02	1.8537|0.0343	1.8355|0.0277	1.9513|0.0153	1.9644|0.0118	1.9891|0.0321	1.9581|0.0318	1.8658|0.03	1.1168|0.0378	1.9657|0.024	1.9501|0.0145	1.9279|0.0247	1.9194|0.0198	1.8868|0.0168	1.8566|0.024	1.8016|0.026	1.9598|0.0153	1.9699|0.027	1.9598|0.0235	1.9297|0.0141	1.9297|0.0141	1.9528|0.0145	1.9528|0.0145	1.9263|0.029	2.07|0.0571	1.9138|0.0174	1.9089|0.015	1.9644|0.0118	2.0267|0.0253	1.9644|0.0118	1.9642|0.0187	1.9644|0.0118	1.9528|0.0145	1.9528|0.0145	1.8868|0.0168	1.9501|0.0145	1.9644|0.0118	1.9138|0.0174	2.0254|0.0366	1.1339|0.0322
SCI083	1.9912|0.0154	1.9869|0.0179	3.0498|0.0107	2.9695|0.0097	2.0698|0.0072	2.0687|0.0075	1.9024|0.0089	2.0318|0.0101	2.0175|0.0126	1.9715|0.0091	1.9715|0.0091	2.0619|0.0123	2.0516|0.0128	2.0363|0.0099	2.0365|0.0122	1.9519|0.0174	1.8917|0.0133	2.0454|0.0055	2.0454|0.0055	1.9826|0.01	1.9826|0.01	1.9745|0.0146	2.0555|0.0198	2.0311|0.0101	2.0027|0.0103	1.9053|0.0094	1.9396|0.0078	2.889|0.0123	3.0865|0.0177	1.6468|0.0151	1.9794|0.007	2.0461|0.0069	2.0469|0.0065	1.9802|0.0097	1.9603|0.0133	1.961|0.007	1.961|0.007	3.0102|0.0134	3.057|0.0094	1.9396|0.0078	2.9584|0.0095	2.0454|0.0055	1.9715|0.0091	2.0454|0.0055	2.0397|0.0089	2.0454|0.0055	1.961|0.007	1.961|0.007	2.889|0.0123	1.9864|0.0075	2.0454|0.0055	1.9396|0.0078	1.9715|0.0091	2.0629|0.0155
SCI084	2.0363|0.0021	2.0388|0.0027	1.9617|0.0019	1.967|0.0022	1.9313|0.002	1.9313|0.002	2.0311|0.0035	1.0087|0.0031	2.0013|0.0036	2.0427|0.0055	1.1082|0.0048	2.013|0.0024	2.013|0.0024	1.9657|0.0026	1.9657|0.0026	2.8261|0.0042	2.8516|0.0041	2.0164|0.0022	2.0315|0.0023	2.0211|0.0027	2.0211|0.0027	2.0208|0.0039	2.0098|0.0057	2.02|0.0015	2.02|0.0015	1.9884|0.0032	1.9816|0.0022	2.0234|0.0019	2.0241|0.0025	2.0042|0.0017	2.0042|0.0017	2.0295|0.0019	2.0306|0.0018	1.9998|0.0029	1.9991|0.0025	2.0362|0.0026	2.0333|0.0028	2.9982|0.0036	3.0042|0.0026	1.9816|0.0022	1.9617|0.0019	2.0155|0.0019	1.1086|0.0045	2.0155|0.0019	1.0087|0.0031	2.0155|0.0019	2.0322|0.0027	2.0322|0.0027	2.0234|0.0019	2.02|0.0015	2.0155|0.0019	1.9816|0.0022	2.0531|0.0055	2.0159|0.0053
pM11003	2.0781|0.0051	2.0387|0.0027	1.9485|0.0019	1.9485|0.0019	1.9299|0.0029	1.9367|0.0026	1.7869|0.003	2.0997|0.0072	2.9431|0.0032	1.9801|0.0074	2.0827|0.0032	1.9693|0.0023	1.9693|0.0023	2.4622|0.0178	2.9539|0.0047	2.7019|0.0028	2.7019|0.0028	1.9383|0.0051	3.0802|0.0021	1.9994|0.0026	1.9987|0.0028	3.0081|0.0054	1.9511|0.0085	2.0269|0.004	2.0223|0.0024	1.9875|0.0023	1.7317|0.0043	2.0333|0.0031	2.0588|0.002	3.0447|0.0017	3.0447|0.0017	3.001|0.0028	1.627|0.0037	2.9776|0.0018	2.9776|0.0018	2.0334|0.0045	2.0445|0.0023	3.0565|0.0038	3.0115|0.0034	1.7317|0.0043	1.9485|0.0019	1.987|0.0022	2.0827|0.0032	1.987|0.0022	2.6279|0.0123	3.0802|0.0021	2.0455|0.0022	2.0455|0.0022	2.0331|0.0031	2.0222|0.002	1.2554|0.0115	2.007|0.0025	1.9856|0.0053	1.9559|0.0063
SCI085	2.0058|0.003	2.0132|0.0026	2.1112|0.0039	1.9833|0.0019	1.9706|0.0036	1.9664|0.002	1.9752|0.0023	1.0083|0.0067	1.9893|0.0022	2.0121|0.0034	2.0141|0.0048	2.0079|0.0022	2.0079|0.0022	1.9863|0.0023	1.9863|0.0023	1.9923|0.0064	1.986|0.0034	1.6837|0.0018	2.9618|0.002	1.767|0.0038	2.0068|0.0032	2.0048|0.0043	1.9901|0.0066	1.997|0.0021	2.0014|0.0024	1.9912|0.0021	1.9858|0.0023	1.9676|0.0029	1.9943|0.0018	1.9899|0.0024	1.9931|0.0022	1.9999|0.0016	1.9999|0.0016	1.8786|0.0054	2.0002|0.0017	2.0087|0.0037	2.0048|0.0025	2.0205|0.0019	2.0222|0.0022	1.985|0.002	1.9833|0.0019	1.6837|0.0018	2.011|0.0041	1.6837|0.0018	1.0055|0.0103	2.9618|0.002	2.0047|0.0019	2.0047|0.0019	1.9673|0.003	2.0024|0.003	1.6837|0.0018	1.985|0.002	2.0121|0.0034	2.0033|0.0043
SCI087	2.0043|0.0023	2.0043|0.0023	1.9637|0.0032	2.8986|0.0032	1.9933|0.0023	1.9933|0.0023	1.993|0.0028	1.9928|0.0034	1.9662|0.0042	2.0075|0.0034	2.0081|0.0051	2.0153|0.0054	2.0004|0.0034	2.003|0.003	2.003|0.003	1.9715|0.004	1.981|0.0055	1.9975|0.0024	1.1463|0.0763	2.005|0.0049	2.0053|0.0049	1.9859|0.0046	1.989|0.0079	1.9963|0.0029	1.9938|0.0028	1.9749|0.0019	1.9749|0.0019	1.9906|0.004	1.9881|0.0024	1.9761|0.0046	1.9999|0.0039	2.0011|0.0021	2.0011|0.0021	1.9853|0.0022	1.9853|0.0022	2.0001|0.0022	2.0001|0.0022	1.9802|0.0053	1.9912|0.003	1.9749|0.0019	2.8986|0.0032	1.9975|0.0024	2.0075|0.0034	1.9975|0.0024	2.0037|0.0029	2.0144|0.0026	2.0001|0.0022	2.0001|0.0022	1.991|0.0039	1.675|0.1392	1.9975|0.0024	1.9749|0.0019	2.0075|0.0034	2.0034|0.0056
SCI088	2.0171|0.0038	2.0163|0.0025	2.8937|0.0021	2.8937|0.0021	2.0263|0.0021	2.0263|0.0021	1.0046|0.0037	2.0385|0.0034	1.9698|0.0026	2.0636|0.0027	2.0636|0.0027	2.0532|0.0071	2.0151|0.0042	2.0693|0.0028	2.0693|0.0028	2.0218|0.0051	2.0134|0.0039	2.0102|0.0022	2.9377|0.0039	1.993|0.0045	2.0296|0.0045	1.9909|0.0042	2.064|0.0079	2.0045|0.0038	2.0127|0.0026	2.9289|0.0027	2.9291|0.0019	3.0092|0.005	3.0109|0.0022	1.9533|0.0036	1.9777|0.0021	2.0216|0.0021	2.0204|0.0019	1.9826|0.0027	1.9824|0.002	2.0106|0.002	2.0106|0.002	1.9669|0.004	1.9989|0.008	2.9291|0.0019	2.8937|0.0021	2.0102|0.0022	2.0636|0.0027	2.0102|0.0022	2.0279|0.0026	2.9487|0.007	2.0106|0.002	2.0106|0.002	3.0191|0.0042	2.0482|0.006	2.0102|0.0022	2.9291|0.0019	2.0636|0.0027	1.9422|0.0052
SCI089	2.0229|0.0056	2.0207|0.0044	2.8527|0.003	2.8527|0.003	2.0001|0.0031	2.0001|0.0031	0.965|0.0038	2.0581|0.0048	3.9344|0.0039	2.0326|0.0065	2.059|0.0056	1.9731|0.006	1.9348|0.0078	2.065|0.0041	2.065|0.0041	2.7789|0.0074	2.7872|0.0081	1.9897|0.0031	1.9913|0.0024	1.9824|0.0043	1.9824|0.0043	3.0179|0.0062	1.959|0.01	2.012|0.0052	2.0357|0.003	2.9571|0.0025	2.9571|0.0025	2.0256|0.0051	2.0632|0.0032	1.9742|0.0027	1.9742|0.0027	2.0639|0.0031	2.0631|0.0028	2.996|0.0032	2.986|0.0042	2.0568|0.0065	2.0534|0.0043	3.0244|0.0086	3.005|0.0052	2.9571|0.0025	2.8527|0.003	1.9913|0.0024	2.0596|0.0046	1.9913|0.0024	2.0391|0.0038	1.9913|0.0024	2.0551|0.0041	2.0551|0.0041	2.0249|0.0051	2.0357|0.003	1.9913|0.0024	2.9571|0.0025	2.0001|0.0086	1.9424|0.0086
SCI090	2.0036|0.0047	1.994|0.0023	2.0031|0.0036	1.9977|0.0024	2.0007|0.0038	2.0036|0.0022	1.9368|0.003	1.029|0.0031	2.0007|0.0033	2.0245|0.0051	1.9868|0.0033	2.0097|0.0072	2.0074|0.0058	2.0008|0.0055	1.9926|0.0028	2.0378|0.0057	2.0318|0.006	2.0217|0.003	2.9412|0.0022	1.9956|0.0028	1.9956|0.0028	2.0119|0.0048	2.0121|0.0065	1.9983|0.0017	1.9964|0.0021	1.996|0.0015	1.9964|0.0018	1.9983|0.0038	2.0064|0.0019	2.0002|0.0016	2.0002|0.0016	2.0018|0.0034	2.0024|0.0018	2.0061|0.0017	2.0061|0.0017	1.9991|0.0018	1.9991|0.0018	1.9996|0.0022	1.9995|0.002	1.996|0.0015	1.9977|0.0024	2.0038|0.0021	1.9868|0.0033	2.0038|0.0021	1.029|0.0031	2.9412|0.0022	1.9991|0.0018	1.9991|0.0018	2.0173|0.0117	1.9964|0.0024	2.0038|0.0021	1.996|0.0015	2.0149|0.0038	2.0102|0.0049
SCI091	2.019|0.005	2.0323|0.0048	2.859|0.0039	2.9614|0.0031	2.0024|0.0025	2.0019|0.0026	2.0445|0.0031	2.1361|0.0031	2.9676|0.0031	2.0396|0.0117	2.0977|0.0055	1.9709|0.0031	1.9709|0.0031	2.067|0.0033	2.067|0.0033	2.7915|0.0065	2.81|0.0046	1.6581|0.0065	1.9819|0.0046	1.9896|0.0034	1.9896|0.0034	2.122|0.0049	1.9788|0.0066	2.0245|0.0019	2.0245|0.0019	2.9918|0.0032	3.0043|0.0025	2.0129|0.0041	2.0528|0.0026	2.8897|0.0043	3|0.003	2.0361|0.0026	1.1841|0.0058	2.0373|0.0037	2.0392|0.003	2.0454|0.0024	2.0454|0.0024	2.9668|0.006	2.9526|0.0037	3.0043|0.0025	2.9614|0.0031	1.983|0.0031	2.0896|0.0049	1.6581|0.0065	2.1361|0.0031	1.9916|0.0036	2.0454|0.0024	2.0454|0.0024	2.0126|0.0041	2.0245|0.0019	1.9489|0.0064	3.0043|0.0025	2.0013|0.006	1.9788|0.0052
SCI093	2.0051|0.0043	2.0212|0.0027	1.9501|0.0022	1.9501|0.0022	1.972|0.0025	1.973|0.0023	1.0264|0.0045	2.0247|0.0035	1.9545|0.0038	1.9804|0.0046	2.0388|0.0056	1.9788|0.0044	2.7273|0.0069	2.0286|0.0031	1.9571|0.0037	2.7799|0.0055	2.8204|0.0059	1.9953|0.0024	3.9831|0.0026	2.0087|0.0052	1.9816|0.0039	2.0218|0.0046	1.9607|0.006	2.0232|0.0038	2.0216|0.0022	2.4911|0.003	2.9924|0.006	1.9873|0.0067	2.0344|0.0023	2.9689|0.002	2.9689|0.002	2.0224|0.002	2.0224|0.002	1.0881|0.011	2.0019|0.0022	1.8189|0.0058	2.0344|0.0025	2.9878|0.0042	2.9635|0.003	1.9883|0.003	1.9501|0.0022	1.9953|0.0024	2.0444|0.005	1.9953|0.0024	2.0328|0.0028	3.9831|0.0026	2.0344|0.0025	2.0344|0.0025	1.9373|0.0135	2.0216|0.0022	1.9953|0.0024	1.9883|0.003	1.9814|0.0044	1.9772|0.0057
pM4175	2.0079|0.0034	2.0063|0.0042	2.0116|0.0033	2.0116|0.0033	2.7501|0.0073	2.7598|0.0047	2.0128|0.0041	2.008|0.0045	2.0074|0.0042	1.9973|0.0042	1.9973|0.0042	1.9768|0.0065	1.9772|0.0058	2.7734|0.0092	2.7611|0.0048	2.675|0.0057	2.6716|0.0079	2.0065|0.0034	2.0133|0.0038	1.9932|0.0046	1.9932|0.0046	2.0128|0.007	1.9732|0.0088	2.0081|0.004	2.0146|0.0032	2.0214|0.0032	2.0259|0.0043	2.0218|0.0029	2.0218|0.0029	2.0162|0.0057	2.0197|0.0034	2.0142|0.003	2.0142|0.003	1.9971|0.0034	1.9971|0.0046	2.0121|0.0032	2.0121|0.0032	2.0134|0.0035	2.0134|0.0035	2.0306|0.0054	2.0116|0.0033	2.0065|0.0034	1.9973|0.0042	2.0065|0.0034	2.0084|0.0041	2.0133|0.0038	2.0121|0.0032	2.0121|0.0032	2.0218|0.0029	2.0146|0.0032	2.0065|0.0034	2.0306|0.0054	1.9973|0.0042	1.9756|0.0067
SCI094	2.0219|0.0032	2.021|0.0032	1.9578|0.0028	1.9668|0.0042	1.9768|0.0046	1.9653|0.0033	0.9947|0.0036	1.2696|0.0062	1.9781|0.0035	1.0207|0.0058	1.2115|0.0073	2.0599|0.0048	2.0357|0.0035	1.9857|0.0024	1.9857|0.0024	1.9934|0.0043	1.9552|0.0057	1.6658|0.0045	2.0011|0.0038	2.0233|0.0045	1.3048|0.0064	2.0202|0.0046	2.0556|0.008	2.0122|0.003	2.0077|0.0025	1.9653|0.0015	1.9688|0.002	2.0062|0.0019	2.0107|0.0027	1.9837|0.0023	1.9896|0.0029	1.9985|0.0024	2.0332|0.0031	2.0099|0.004	2.0039|0.0025	2.0187|0.0017	2.0187|0.0017	2.0021|0.0053	2.0567|0.0052	1.9653|0.0015	1.9548|0.0043	2.0199|0.0028	1.4434|0.0081	1.2415|0.0043	1.0003|0.0163	2.2742|0.0472	2.0187|0.0017	2.0187|0.0017	2.0062|0.0019	2.0202|0.0032	1.8305|0.0043	1.9653|0.0015	1.9542|0.0115	2.0303|0.0048
SCI095	1.9967|0.0055	1.9967|0.0055	1.9847|0.0055	1.9847|0.0055	1.9651|0.0055	1.9651|0.0055	0.9103|0.0068	2.0358|0.0095	1.9631|0.0103	1.9984|0.007	1.9984|0.007	2.0119|0.0108	1.9929|0.0096	1.9967|0.0073	1.9967|0.0073	1.9204|0.0081	1.9204|0.0081	1.9833|0.0054	1.9941|0.0066	1.9837|0.0077	1.9837|0.0077	1.9974|0.0117	1.9626|0.0102	1.9943|0.0082	1.9894|0.0053	0.9902|0.0168	1.9914|0.0073	1.9984|0.0049	1.9984|0.0049	1.9947|0.0048	1.9947|0.0048	1.9901|0.0053	1.9909|0.005	1.999|0.0055	2.0007|0.0083	1.9937|0.0053	1.9937|0.0053	2.012|0.0115	2.2325|0.0567	1.9897|0.0064	1.9847|0.0055	1.9833|0.0054	1.9984|0.007	1.9833|0.0054	1.9955|0.0069	1.9833|0.0054	1.9937|0.0053	1.9937|0.0053	1.9984|0.0049	1.9894|0.0053	1.9833|0.0054	1.9897|0.0064	1.9984|0.007	1.9626|0.0102
SCI096	2.0113|0.0034	2.0192|0.0026	2.7943|0.002	2.7943|0.002	1.973|0.0041	1.9655|0.0023	2.0344|0.0025	2.5564|0.0025	3.2567|0.0032	2.0286|0.0025	2.0286|0.0025	1.9709|0.0034	1.964|0.0039	2.5279|0.0028	2.5261|0.0034	1.8691|0.0035	1.864|0.0046	1.9862|0.0021	1.986|0.0023	1.9841|0.0042	1.9711|0.0051	2.0058|0.004	1.9707|0.0071	2.0077|0.0038	2.0251|0.002	1.9487|0.0027	1.9653|0.0024	2.0213|0.0033	2.0574|0.0021	1.9867|0.0017	1.9867|0.0017	2.0758|0.003	1.0546|0.0021	1.9726|0.0019	1.9726|0.0019	2.0309|0.0019	2.0309|0.0019	2.8427|0.0037	2.8223|0.0069	1.9659|0.002	2.7943|0.002	1.9862|0.0021	2.0286|0.0025	1.9862|0.0021	2.5564|0.0025	1.986|0.0023	2.0309|0.0019	2.0309|0.0019	2.0211|0.0033	2.0254|0.0019	1.9862|0.0021	1.9659|0.002	2.0286|0.0025	1.96|0.0048
SCI097	2.037|0.0042	2.0105|0.0045	2.8478|0.0059	2.8245|0.0037	2.0348|0.0025	2.0348|0.0025	2.0597|0.0031	2.0032|0.0036	2.9135|0.0031	2.0077|0.0091	2.0162|0.0043	2.0094|0.0042	1.9808|0.0045	2.1087|0.0033	2.1087|0.0033	2.9625|0.0036	2.9625|0.0036	1.9745|0.0019	1.9745|0.0019	2.0024|0.0053	2.0033|0.0046	4.06|0.0049	2.0074|0.0046	2.0037|0.003	2.0139|0.0024	2.8587|0.003	2.8809|0.0058	3.009|0.0022	3.009|0.0022	2.988|0.003	2.9886|0.0031	2.035|0.0022	2.035|0.0022	2.9831|0.0049	2.9636|0.0066	2.0191|0.0025	2.0881|0.009	2.9834|0.0061	2.9976|0.0032	2.8612|0.0067	2.8125|0.0035	1.9745|0.0019	2.0152|0.0042	1.9745|0.0019	2.0088|0.0031	1.9745|0.0019	2.0191|0.0025	2.0191|0.0025	3.009|0.0022	2.0139|0.0024	1.9745|0.0019	2.9044|0.0104	2.0045|0.007	2.0074|0.0046
SCI098	2.0172|0.0019	2.0172|0.0019	1.9338|0.0031	1.9311|0.0022	1.9324|0.007	1.9413|0.0022	1.0121|0.0048	1.0093|0.0062	1.9521|0.0028	2.0324|0.0037	2.0516|0.0027	1.9969|0.0044	1.9786|0.0028	1.9861|0.0036	1.9813|0.0036	3.6523|0.0062	1.833|0.0037	2.0138|0.002	3.9922|0.0021	2.011|0.004	1.9935|0.0038	1.9962|0.0038	1.9771|0.0067	2.0421|0.0023	2.0284|0.0018	1.9697|0.0016	1.9697|0.0016	1.3558|0.0052	2.2266|0.0021	3.8053|0.0042	2.0131|0.0018	2.936|0.0047	1.5981|0.0035	1.9803|0.0019	1.9788|0.0026	2.0349|0.0018	2.0349|0.0018	1.9844|0.002	1.9844|0.002	1.9697|0.0016	1.9311|0.0022	2.0138|0.002	2.0516|0.0027	2.0138|0.002	2.0382|0.0032	3.9922|0.0021	2.0349|0.0018	2.0349|0.0018	1.2813|0.0038	2.0284|0.0018	2.0138|0.002	1.9697|0.0016	2.0044|0.0053	1.9983|0.0063
SCI099	1.9919|0.0028	1.9919|0.0028	1.9989|0.0028	1.9989|0.0028	1.964|0.0029	1.964|0.0029	1.9482|0.0035	2.0011|0.0061	1.9964|0.0036	2.014|0.0141	1.9985|0.0048	1.9975|0.0056	1.9898|0.005	1.9662|0.0038	1.9662|0.0038	1.9645|0.0043	1.9643|0.0061	1.989|0.0038	2.0263|0.0032	2.0031|0.0059	2.0087|0.0059	1.9684|0.0058	1.9838|0.0094	1.9896|0.0042	1.9789|0.0032	2.0019|0.0034	1.9824|0.0037	1.9593|0.0025	1.9593|0.0025	1.9594|0.0057	1.9791|0.0029	1.9528|0.0026	1.9528|0.0026	1.9717|0.0027	1.9717|0.0027	1.9799|0.0028	1.9799|0.0028	1.9761|0.0092	2.0022|0.0037	1.982|0.0033	1.9989|0.0028	1.9859|0.0032	1.9985|0.0048	1.9859|0.0032	1.9877|0.0037	2.0263|0.0032	1.9799|0.0028	1.9799|0.0028	1.9593|0.0025	1.9787|0.0028	1.9859|0.0032	1.982|0.0033	1.993|0.0078	1.9896|0.0067
SCI100	2.0129|0.0018	2.0129|0.0018	1.9666|0.0026	1.968|0.0018	1.9341|0.0018	1.9341|0.0018	0.9889|0.0031	2.0356|0.0028	1.9322|0.0023	2.0099|0.0047	1.0277|0.0051	1.9642|0.0022	1.9642|0.0022	2.0249|0.0024	2.0249|0.0024	2.7763|0.0043	2.7759|0.0032	1.2021|0.0039	2.3655|0.002	2.0053|0.0025	2.0053|0.0025	1.9751|0.0036	2.0002|0.0033	2.0159|0.0043	2.0096|0.0027	1.9463|0.0015	1.9463|0.0015	1.9999|0.003	2.0095|0.0019	2.9794|0.0016	2.9794|0.0016	2.0038|0.0028	2.0352|0.0018	2.7307|0.0037	3.2565|0.0028	2.0178|0.0031	2.0183|0.0018	3.0226|0.0033	3.6405|0.0096	1.9463|0.0015	1.968|0.0018	1.2479|0.0026	1.0257|0.0041	1.1299|0.0043	2.0241|0.0022	2.3655|0.002	2.0183|0.0018	2.0183|0.0018	1.9999|0.003	2.0129|0.0034	1.2007|0.0044	1.9463|0.0015	2.0162|0.0035	2.0002|0.0033
SCI101	2.0522|0.0068	2.0522|0.0068	2.0001|0.0068	2.0001|0.0068	1.8868|0.0069	1.8868|0.0069	0.9155|0.0085	2.0633|0.0111	2.022|0.0087	2.0348|0.014	2.0395|0.0092	2.0244|0.0118	2.0255|0.0123	3.0169|0.0096	3.0154|0.0118	2.8434|0.0224	2.897|0.0182	2.0445|0.0072	2.9655|0.0078	2.0496|0.0096	2.0496|0.0096	1.9951|0.014	2.0244|0.0183	2.0471|0.0087	2.0578|0.0066	2.0312|0.0057	2.0312|0.0057	2.0426|0.0061	2.0426|0.0061	3.1706|0.0061	3.1706|0.0061	2.0641|0.0066	2.064|0.0062	3.1292|0.0065	3.1292|0.0065	2.0532|0.0067	2.0532|0.0067	3.15|0.0128	3.1722|0.0298	2.0312|0.0057	2.0001|0.0068	2.0445|0.0072	2.0395|0.0092	2.0445|0.0072	2.0659|0.0086	2.9655|0.0078	2.0532|0.0067	2.0532|0.0067	2.0426|0.0061	2.0578|0.0066	2.0445|0.0072	2.0312|0.0057	2.0395|0.0092	2.0319|0.0141
